ID,Event Title,Date,Location,Nearest City/Junction,Event Happened?,Suicide Attack?,In Baseline?,In CPOST?,CPOST ID,CPOST Criteria,CPOST Criteria - WHY?,CPOST Date,Cpost Date - Discrepancy,CPOST - Location,CPOST Location - Discrepancy,In GTD?,GTD ID,GTD Link,GTD File,GTD Criteria,GTD Criteria - WHY?,GTD Date,GTD Date - Discrepancy,GTD Location,GTD Location - Vicinity,GTD Location - Discrepancy,Notes
249,"Beit Hanoun Suicide Attack, Gaza Strip",11/6/2006,"IDF Checkpoint, Beit Hanoun, Gaza Strip",Beit Hanoun,YES,YES,Yes,YES,365318388,YES,,11/6/2006,CORRECT,Bayt Hanun,CORRECT,NO,,,,,,,,,,,
250,"Jebaliya Bombing, Gaza Strip",11/23/2006,"Jebaliya Refugee Camp, Gaza Strip",Jebaliya,YES,YES,Yes,YES,-1362080607,UNCLEAR,"Apparently, the explosive device was detonated by a shock grenade that one of the soldiers had thrown at the attacker.",11/23/2006,CORRECT,Jabaliya,CORRECT,NO,,,,,,,,,,,
168,Eilat Bakery Bombing,1/29/2007,"Lehamim Bakery, Eilat",Eilat,YES,YES,Yes,YES,862872376,YES,,1/29/2007,CORRECT,Eilat,CORRECT,YES,200701290001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200701290001,2007-01-29.pdf (https://dl.airtable.com/LvEjKghQQi63KbFzpC8n_2007-01-29.pdf),YES,,1/29/2007,CORRECT,Eilat,,CORRECT,
378,Arrest of Intended Attacked Near Egypt Border,9/3/2007,Near Border with Egypt (Attacker's Destination: Beersheba),Beersheba,YES,ATTACK AVERTED,Yes,NO,,,,,,,,NO,,,,,,,,,,,"Actual date when terrorist was caught: September 3 2007.
"
169,Dimona Shopping Center Bombing,2/4/2008,"Shopping Center, Dimona",Dimona,YES,YES,Yes,YES,582203618,YES,,2/4/2008,CORRECT,Dimona,CORRECT,YES,200802040001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200802040001,2008-02-04.pdf (https://dl.airtable.com/rgoVWgWRHKv3C2vP5hvs_2008-02-04.pdf),YES,,2/4/2008,CORRECT,Dimona,,CORRECT,
339,Jerusalem Merkaz HaRav Yeshiva Massacre,3/6/2008,"Yeshivat Merkaz HaRav, Jerusalem",Jerusalem,YES,UNCLEAR,NO,NO,,,,,,,,YES,200803060006,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200803060006,2008-03-06.pdf (https://dl.airtable.com/dmHlNcCGTECUi6ZC3V1S_2008-03-06.pdf),UNCLEAR,It is unclear whether the attacker intended to kill himself.,3/6/2008,CORRECT,Jerusalem,,CORRECT,
170,"Kerem Shalom Crossing Suicide Attack, Gaza Strip",4/19/2008,"Kerem Shalom Crossing, Gaza Strip",Kerem Shalom,YES,PROBABLY,Yes,YES,-1917352467,YES,,4/19/2008,CORRECT,Gaza City,INCORRECT,NO,,,,,,,,,,,
251,"Erez Crossing Truck Attack, Gaza Strip",5/22/2008,"Erez Crossing, Gaza Strip",Erez Checkpoint,YES,YES,NO,YES,534640274,YES,,5/22/2008,CORRECT,Gaza City,INCORRECT,YES,200805220012,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200805220012,2008-05-22.pdf (https://dl.airtable.com/tyLRtZ2HTtOLd4FOG6qT_2008-05-22.pdf),YES,,5/22/2008,CORRECT,"Near Erez; The incident occurred near an Israeli border crossing in Erez, Gaza Strip, Palestine",checked,AREA,
340,Kiryat Ata Motorcycle Bomb,3/4/2010,"Zevulun St., Kiryat Ata",Kiryat Ata,YES,NO,NO,NO,,,,,,,,YES,201003040001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201003040001,2010-03-04.pdf (https://dl.airtable.com/QIaINnTiH6F2DmPDy8gr_2010-03-04.pdf),NO,"Event was criminal, not related to terrorism. Also, the explosion appears to have been an accident.",3/4/2010,CORRECT,Haifa,,INCORRECT,Real location is Kiryat Ata
341,Eilat Road 12 Combined Attack,8/18/2011,"Road 12, Near Eilat",Eilat,YES,UNCLEAR,NO,NO,,,,,,,,YES,201108180026,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201108180026,2011-08-18.pdf (https://dl.airtable.com/XqiGJQT5qYaGrAn4DlpA_2011-08-18.pdf),NO,No evidence could be found that the attackers intended to die during the attack.,8/18/2011,CORRECT,"Eilat; The attack took place on Rd 12 in the vicinity of Eilat, Southern District, Israel",,AREA,
342,Har Harif Battle,9/21/2012,"Har Harif Area, Near Border with Egypt",Har Harif,YES,UNCLEAR,NO,NO,,,,,,,,YES,201209210013,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201209210013,2012-09-21.pdf (https://dl.airtable.com/KyLdnIvMSHOh0i09Z72A_2012-09-21.pdf),UNCLEAR,"Attackers wore an explosive belt, but they did not use it and no evidence was found that they intended to do so.",9/21/2012,CORRECT,Har Harif,,AREA,
343,Tapuah Failed Attack,5/30/2014,"IDF Checkpoint, Near Tapuah, West Bank",Tapuah,YES,ATTACK AVERTED,NO,NO,,,,,,,,YES,201405300017,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201405300017,2014-05-30.pdf (https://dl.airtable.com/vBluPdR86V9WHIewjPzA_2014-05-30.pdf),PROBABLY,"Apparently, the arrested Palestinian intended to carry out a suicide attack, although according to some versions the explosive charge that he wore was not intended for this kind of attack.",5/30/2014,CORRECT,Tapuah,,AREA,
344,Southern Gaza Strip Battle,7/19/2014,Southern Gaza Strip,Gaza Strip,YES,PROBABLY,NO,NO,,,,,,,,YES,201407190027,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201407190027,2014-07-19.pdf (https://dl.airtable.com/t8hoZVyjRqGwfxipNt6a_2014-07-19.pdf),YES,,7/19/2014,CORRECT,Unknown; The incident occurred in the south of the strip,,AREA,
345,"Kerem Shalom Attempted Attack, Gaza Strip",7/24/2014,"Gaza Strip, En Route to Kibbutz Kerem Shalom",Kerem Shalom,YES,UNCLEAR,NO,NO,,,,,,,,YES,201407240026,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201407240026,2014-07-24.pdf (https://dl.airtable.com/RpoJSow5RuuGYx9tzXNt_2014-07-24.pdf),PROBABLY,Attack may have not happened in Israel/Palestine.,7/24/2014,CORRECT,Kerem Shalom (West Bank and Gaza Strip),,AREA,Terrorist purportedly killed by Egyptian army en route to the attack
252,"The Rafah ""Black Friday"" Incident, Gaza Strip",8/1/2014,"Rafah, Gaza Strip",Rafah,YES,UNCLEAR,NO,YES,1412091963,UNCLEAR,It is unclear whether the attacking force included a suicide bomber.,8/1/2014,CORRECT,Nahal Oz,INCORRECT,YES,201408010005,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201408010005,2014-08-01.pdf (https://dl.airtable.com/qb6jxR1KTwKqDFZSUXH4_2014-08-01.pdf),UNCLEAR,It is unclear whether the attacking force included a suicide bomber.,8/1/2014,CORRECT,"Unknown, Gaza Strip",,AREA,
346,Thwarted Attack Near Salem,9/22/2014,"Military Courthouse, Near Salem, West Bank",Salem,UNCLEAR,UNCLEAR,NO,NO,,,,,,,,YES,201409220110,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201409220110,2014-09-22.pdf (https://dl.airtable.com/lGnx3lMPRDKY7Q7pONcc_2014-09-22.pdf),UNCLEAR,We could not find any source that verified the event other than the Jerusalem Post article cited by GTD-START,9/22/2014,CORRECT,Salem,,AREA,
171,Maale Adumim Attempted Bombing,10/11/2015,"Az-Za'ayyem Checkpoint, Ma’ale Adumim-Jerusalem Road",Maale Adumim,YES,PROBABLY,Yes,NO,,,,,,,,YES,201510110021,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201510110021,2015-10-11.pdf (https://dl.airtable.com/tXdoYIhpQEiGwHuvw56C_2015-10-11.pdf),YES,,10/11/2015,CORRECT,Near Maale Adumim,checked,CORRECT,
172,Jerusalem Bus 12 Bombing,4/18/2016,"Bus 12, Moshe Bar'am St., Near Patt Junction, Jerusalem",Jerusalem,YES,YES,Yes,YES,1468607509,UNCLEAR,"Attacker did not die during the attack (but was severely wounded and died three days later). Event might have been an accident (according to some versions, the attacker intended to leave the explosive charge in the bus and escape but it exploded prematurely).",4/18/2016,CORRECT,Jerusalem (West),CORRECT,YES,201604180006,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201604180006,2016-04-18.pdf (https://dl.airtable.com/tIHRY4sjSLCQDACKMtei_2016-04-18.pdf),YES,,4/18/2016,CORRECT,Jerusalem,,CORRECT,
347,Beit Horon Stabbing Attempt,4/28/2016,"Bell Checkpoint, Near Beit Horon, Route 443, West Bank",Beit Horon,YES,UNCLEAR,NO,NO,,,,,,,,YES,201604280041,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=201604280041,2016-04-28.pdf (https://dl.airtable.com/TA7BlJYZSOxIolzuJa1A_2016-04-28.pdf),PROBABLY,,4/28/2016,CORRECT,Beit Horon,checked,CORRECT,
